date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2022-03-21,sh.601360,10.1800,10.1900,9.9600,10.0600,10.1800,34260016,345029230.9500,3,0.479500,1,-1.178800,32.535138,2.017624,5.901734,26.928634,0
2022-03-22,sh.601360,10.0300,10.3000,9.9700,10.2300,10.0600,42166697,427065632.0900,3,0.590100,1,1.689900,33.084937,2.051719,6.001465,27.383691,0
2022-03-23,sh.601360,10.1800,10.2300,10.0800,10.1200,10.2300,29844802,302594758.7400,3,0.417700,1,-1.075300,32.729185,2.029658,5.936933,27.089242,0
2022-03-24,sh.601360,10.1000,10.1000,9.9600,9.9700,10.1200,26035711,260532200.1500,3,0.364400,1,-1.482200,32.244068,1.999574,5.848935,26.687722,0
2022-03-25,sh.601360,10.0000,10.0400,9.9400,9.9400,9.9700,20371961,203413686.2300,3,0.285100,1,-0.300900,32.147045,1.993557,5.831336,26.607418,0
2022-03-28,sh.601360,9.9000,10.0400,9.7600,9.9900,9.9400,26951702,266701892.8300,3,0.377200,1,0.503000,32.308751,2.003585,5.860668,26.741258,0
2022-03-29,sh.601360,9.9800,9.9800,9.8300,9.8900,9.9900,22484331,222821967.8300,3,0.314700,1,-1.001000,31.985340,1.983529,5.802003,26.473578,0
2022-03-30,sh.601360,9.9300,10.0500,9.8800,10.0300,9.8900,25172899,251816404.0900,3,0.352300,1,1.415600,32.438115,2.011607,5.884134,26.848330,0
2022-03-31,sh.601360,10.0000,10.0800,9.9700,9.9800,10.0300,23222526,232568755.2000,3,0.325000,1,-0.498500,32.276410,2.001579,5.854802,26.714490,0
2022-04-01,sh.601360,9.9400,10.0300,9.8600,10.0000,9.9800,23024577,229224740.2500,3,0.322200,1,0.200400,32.341092,2.005591,5.866535,26.768026,0
2022-04-06,sh.601360,9.9500,10.0800,9.8900,9.9900,10.0000,23719929,237407696.6100,3,0.332000,1,-0.100000,32.308751,2.003585,5.860668,26.741258,0
2022-04-07,sh.601360,9.9700,9.9800,9.6900,9.7000,9.9900,33834360,332584661.6200,3,0.473500,1,-2.902900,31.370859,1.945423,5.690539,25.964985,0
2022-04-08,sh.601360,9.6900,9.7300,9.5100,9.6500,9.7000,26750587,257258047.5400,3,0.374400,1,-0.515500,31.209154,1.935395,5.661206,25.831145,0
2022-04-11,sh.601360,9.6100,9.6200,9.2000,9.2200,9.6500,37968125,356495983.3100,3,0.531400,1,-4.456000,29.818487,1.849155,5.408945,24.680120,0
2022-04-12,sh.601360,9.2000,9.4100,9.1300,9.4100,9.2200,28464957,264040092.0600,3,0.398400,1,2.060700,30.432967,1.887261,5.520409,25.188713,0
2022-04-13,sh.601360,9.3500,9.4000,9.2600,9.2800,9.4100,20211388,188161148.6200,3,0.282900,1,-1.381500,30.012533,1.861188,5.444144,24.840728,0
2022-04-14,sh.601360,9.3400,9.3800,9.2800,9.3100,9.2800,17952632,167403957.3300,3,0.251200,1,0.323300,30.109556,1.867205,5.461744,24.921032,0
2022-04-15,sh.601360,9.2500,9.2600,9.1300,9.1600,9.3100,23392197,214614718.4700,3,0.327400,1,-1.611200,29.624440,1.837121,5.373746,24.519512,0
2022-04-18,sh.601360,9.1500,9.1600,8.9300,9.1500,9.1600,23261371,210370437.8400,3,0.325500,1,-0.109200,29.592099,1.835115,5.367879,24.492744,0
2022-04-19,sh.601360,9.1000,9.2600,9.0600,9.1200,9.1500,17774060,162493026.8000,3,0.248700,1,-0.327900,29.495076,1.829099,5.350280,24.412440,0
2022-04-20,sh.601360,9.1900,9.2500,8.9300,8.9800,9.1200,29679316,270072585.2700,3,0.415400,1,-1.535100,29.042300,1.801020,5.268148,24.037687,0
2022-04-21,sh.601360,8.9000,8.9900,8.6700,8.7300,8.9800,36139570,319527891.0600,3,0.505800,1,-2.784000,28.233773,1.750881,5.121485,23.368487,0
2022-04-22,sh.601360,8.7000,8.7200,8.4300,8.5200,8.7300,42501694,364073909.3300,3,0.594800,1,-2.405500,71.318612,1.781040,5.606000,-275.060067,0
2022-04-25,sh.601360,8.3800,8.3900,7.9800,8.0000,8.5200,55315255,454096393.6300,3,0.774100,1,-6.103300,66.965833,1.672338,5.263850,-258.272363,0
2022-04-26,sh.601360,8.0000,8.1200,7.7700,7.7800,8.0000,45352644,361525838.6900,3,0.634700,1,-2.750000,65.124273,1.626348,5.119094,-251.169873,0
2022-04-27,sh.601360,7.5900,7.9900,7.5200,7.9300,7.7800,45296766,353491150.1100,3,0.633900,1,1.928000,66.379882,1.657705,5.217791,-256.012480,0
2022-04-28,sh.601360,7.8800,7.9600,7.7600,7.8700,7.9300,30178672,237372737.0300,3,0.422400,1,-0.756600,65.877638,1.645162,5.178312,-254.075437,0
2022-04-29,sh.601360,7.9500,8.2400,7.9500,8.1900,7.8700,51072086,414296245.0000,3,0.714800,1,4.066100,68.556271,1.712056,5.388866,-264.406332,0
2022-05-05,sh.601360,8.1000,8.2700,8.0700,8.1900,8.1900,31702217,259978246.9200,3,0.443700,1,0.000000,68.556271,1.712056,5.388866,-264.406332,0
2022-05-06,sh.601360,8.0100,8.3200,7.9500,8.1700,8.1900,39388230,320719827.5800,3,0.551200,1,-0.244200,68.388857,1.707875,5.375707,-263.760651,0
2022-05-09,sh.601360,8.0800,8.2300,8.0600,8.1900,8.1700,24728599,202029535.8100,3,0.346100,1,0.244800,68.556271,1.712056,5.388866,-264.406332,0
2022-05-10,sh.601360,8.0500,8.2500,8.0200,8.2200,8.1900,29711311,242723358.2300,3,0.415800,1,0.366300,68.807393,1.718327,5.408606,-265.374853,0
2022-05-11,sh.601360,8.2300,8.3800,8.2100,8.2100,8.2200,50626281,420110915.3900,3,0.708500,1,-0.121700,68.723686,1.716237,5.402026,-265.052013,0
2022-05-12,sh.601360,8.1300,8.2700,8.1100,8.2400,8.2100,32701796,268615633.3500,3,0.457700,1,0.365400,68.974808,1.722508,5.421766,-266.020534,0
